fueltype,energy2006,energy2007,energy2008,energy2009,energy2010,energy2011,energy2012,energy2013,energy2014,energy2015,energy2016,geography,sector,value,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,industrycode,lev1,lev2,lev3
Total primary and secondary energy,23458,23423,24301,18594,18462,19992,21647,22109,23370,23650,23504,Manitoba,Agriculture,Chained (2007) dollars,965.0,963.79999,1282.1,1156.9,973.90002,761.5,1033.6,1528.2,1126.4,1306.5,1347.5,111,1,0,0
Total primary and secondary energy,23458,23423,24301,18594,18462,19992,21647,22109,23370,23650,23504,Manitoba,Agriculture,Chained (2007) dollars,..,47.700001,45.900002,38.099998,40.400002,40.200001,39.599998,46.200001,54,63.900002,60.799999,115A,1,0,0
Total primary and secondary energy,23458,23423,24301,18594,18462,19992,21647,22109,23370,23650,23504,Manitoba,Agriculture,Chained (2007) dollars,445.5,483,470.10001,476.29999,477.89999,450.29999,458,437.60001,439,430,438.10001,112,1,0,0
Total primary and secondary energy,38372,47060,49297,49251,46630,49348,48436,54805,56198,49904,48725,Manitoba,Residential,Chained (2007) dollars,1193.1,1218.2,1283.9,1325.7,1340.7,1359.9,1427.7,1462.2,1509.2,1553.2,1590.9,5311,1,0,0
Total primary and secondary energy,6496,4320,4940,4796,4504,4801,5278,4791,4889,4873,5328,Manitoba,Public administration,Chained (2007) dollars,3692.0,3778.7,3896.8999,4073.6001,4157.7998,4279.2998,4314.7002,4265.8999,4194.7002,4207,4273.7998,91,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,..,68.699997,84.800003,86.800003,86.699997,81.599998,88.800003,103.2,102.1,107.7,110.4,451,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,843.3,852.70001,871.90002,899.59998,888.5,935.5,953.20001,977.79999,1028.9,1049,1090.2,72,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,..,90.099998,97.300003,100.7,101.3,94.300003,92.199997,95.099998,103.7,108.1,115.6,453,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,842.6,872.20001,882.29999,888.90002,871.59998,915.40002,928.79999,943.09998,1013.6,1018.4,1032.9,81,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,2456.9,2520.3,2620.5,2662.8,2713.2,2770.1001,2848.2,2888.8999,2963.6001,2994.3,3042.1001,61,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,1564.0,1563.5,1591.1,1428.1,1437,1433,1374.5,1430.6,1446.7,1484.8,1524.7,2211,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,3713.4,3781.5,3875,3988.2,4136.1001,4184.3999,4265,4265,4290.2002,4356.5,4438,62,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,..,30.200001,27.299999,27.700001,27.700001,30.4,31.299999,29.6,27.4,26.700001,27.5,533,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,765.6,781.59998,795.59998,757.70001,775,796.90002,851.09998,854.59998,873.09998,884.59998,880,56,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,2625.6,2723.2,2795,2721.8999,2860.2,2868.3,2836.2,3007.8,3388.1001,3411.3999,3446.1001,41,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,244.7,252.2,250.7,259.29999,254.89999,253.60001,227.2,224.5,221.10001,221.7,219.3,49A,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,314.7,324.70001,329.10001,339.20001,345.39999,361.20001,367.89999,350,378.10001,401.5,415.5,71,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,..,320,315.70001,330.5,349.10001,347.39999,317.70001,332.79999,345.5,341,339.10001,452,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,2658.7,2753,2694.8999,2683.6001,2788.5,2856.3999,2904.2,3006.5,3020.1001,3155.2,3268.6001,52,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,..,147.60001,152.60001,153.60001,161.5,181.3,180.5,190.2,198,216.3,213.10001,532,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,1455.0,1497.2,1496.5,1491.2,1533.1,1562.8,1569.9,1532.2,1526,1519.5,1516.2,51,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,261.9,272.89999,302.5,300.10001,278.20001,296.29999,317.60001,336.39999,305.39999,316.10001,333.89999,55,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,..,85.300003,78.400002,84.400002,96.800003,111.7,110.7,117.9,114.7,107.3,119.7,454,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,1338.6,1337.3,1387.3,1376.9,1425.8,1502.3,1540.1,1644.9,1700.2,1744,1749.1,54,1,0,0
Total primary and secondary energy,43159,43129,44388,43241,40768,40468,40193,46890,50033,47015,44070,Manitoba,Commercial and other institutional,Chained (2007) dollars,218.7,223.3,194.8,230.7,239.60001,249.3,255.2,233.5,238.39999,241.2,252.8,531A,1,0,0
Total primary and secondary energy,x,x,x,x,x,x,x,x,x,x,x,Manitoba,Statistical difference,,,,,,,,,,,,,,0,0,0
Total primary and secondary energy,101847,108553,110294,103074,114757,127096,126609,132055,143653,149591,142648,Saskatchewan,Total industrial,Chained (2007) dollars,2959.5,3155.7,3290,3259.3999,3305.8,3505.5,3710.3999,3945.5,4051.3999,3951.8999,4043.7,31-33,1,0,0
Total primary and secondary energy,101847,108553,110294,103074,114757,127096,126609,132055,143653,149591,142648,Saskatchewan,Total industrial,Chained (2007) dollars,79.0,43.5,37.700001,38.400002,43,46.099998,47.799999,33.599998,37.900002,40.700001,44.299999,113,1,0,0
Total primary and secondary energy,101847,108553,110294,103074,114757,127096,126609,132055,143653,149591,142648,Saskatchewan,Total industrial,Chained (2007) dollars,2979.8,3080.1001,3712.5,4057.7,4400.1001,4516.7002,5059.2002,5435.2998,5712.7998,4668.1001,4175.6001,23,1,0,0
Total primary and secondary energy,101847,108553,110294,103074,114757,127096,126609,132055,143653,149591,142648,Saskatchewan,Total industrial,Chained (2007) dollars,12264.4,12169,11912,9306.7002,11131.6,11763.8,11299,11715.9,12643.5,12568.3,12064.3,21,1,0,0
Total primary and secondary energy,101847,108553,110294,103074,114757,127096,126609,132055,143653,149591,142648,Saskatchewan,Total industrial,Chained (2007) dollars,86.6,80.400002,79.699997,92.800003,88.800003,89.099998,96.699997,117.4,102.9,108.1,106.1,1153,1,0,0
Total primary and secondary energy,65908,69938,71414,65953,72948,78701,76989,76902,83734,92399,86758,Saskatchewan,Mining and oil and gas extraction,Chained (2007) dollars,12264.4,12169,11912,9306.7002,11131.6,11763.8,11299,11715.9,12643.5,12568.3,12064.3,21,0,1,0
Total primary and secondary energy,29840,31269,31347,30023,x,40207,x,x,x,x,x,Saskatchewan,Total manufacturing,Chained (2007) dollars,2959.5,3155.7,3290,3259.3999,3305.8,3505.5,3710.3999,3945.5,4051.3999,3951.8999,4043.7,31-33,0,1,0
Total primary and secondary energy,x,x,x,x,x,x,x,x,x,x,x,Saskatchewan,Pulp and paper manufacturing,Chained (2007) dollars,32.3,41.400002,24.700001,42.900002,43.200001,31.299999,30,29.299999,32.900002,28.4,36.700001,322,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,x,x,x,x,Saskatchewan,Primary metal manufacturing,Chained (2007) dollars,268.2,263.29999,289.79999,274.29999,336.5,339.5,373.10001,402.79999,413.89999,326,259,331,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,x,x,x,x,Saskatchewan,Primary metal manufacturing,Chained (2007) dollars,268.2,263.29999,289.79999,274.29999,336.5,339.5,373.10001,402.79999,413.89999,326,259,331,0,0,1
Total primary and secondary energy,x,x,x,..,x,0,0,..,0,..,0,Saskatchewan,Cement manufacturing,Chained (2007) dollars,44.7,54.299999,55.799999,58.200001,70.699997,99.400002,88.599998,98.800003,89.699997,90.900002,94.900002,3273,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,x,x,x,x,Saskatchewan,Refined petroleum products manufacturing,Chained (2007) dollars,408.6,421,485.60001,504.70001,390.89999,442.60001,447.20001,513,538.70001,594.5,567.5,324,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,6451,8310,8870,7820,Saskatchewan,Chemicals and fertilizers manufacturing,Chained (2007) dollars,251.9,283.79999,278,258.5,301.89999,292.20001,254.7,289.60001,330.79999,323.20001,328.20001,325,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,202.3,225.89999,257.60001,309.39999,372.20001,468.5,593.5,680.40002,692.90002,800.20001,1023.6,311A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,.2,.1,.1,.1,.1,.1,0,3366,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,56.5,57.900002,35.099998,49.900002,49.799999,56,67.5,64.800003,75.900002,78.400002,68,3339,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.5,.40000001,.30000001,.30000001,.40000001,.40000001,.40000001,.60000002,.69999999,.69999999,.80000001,33636,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,33.2,20.5,34.099998,22.700001,21.700001,11.4,15.6,16.799999,17.200001,19.9,20.9,312,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,3.7,3.7,5.6999998,7.3000002,6.6999998,8.8000002,9.1000004,5.9000001,7,7.5999999,11.8,3119,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,235.3,210,196.3,179.60001,186,173.10001,142.7,166.8,204.7,199.8,206,3253,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,..,13.6,6.5,5.5999999,10.4,12.8,14.5,14.6,5.8000002,3.3,2.9000001,31B,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,1.3,1,0,.1,.1,.40000001,.60000002,0,0,0,0,3117,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,2.0,.69999999,0,0,0,0,.1,0,.2,.2,.1,3364,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,6.9,6.9000001,10.8,8.1999998,9.6000004,9.1999998,7.5,8.1000004,0,0,0,33612,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,3.0,3.2,2.7,3.0999999,3.0999999,3.0999999,3,2.7,3.4000001,2.5999999,2.2,33639,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,92.3,108.1,115.4,116.5,116.2,93,91,104,95.800003,110.7,109.7,334,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,23.7,22.1,28.5,28.200001,18.9,17.6,16.6,14.9,25.200001,24.4,26.200001,3391,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,11.0,12.7,15,15.4,13.7,15,28.1,31.9,26.4,30.799999,12,3335,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,7.0,6.9000001,10.8,8.1999998,9.6000004,9.1999998,7.5,8.1000004,0,0,0,3361,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,23.5,24.700001,24.799999,18.9,15.3,10.3,10.3,8.3000002,7.8000002,7.4000001,7.9000001,3222,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.4,.40000001,.30000001,.2,.40000001,.2,.1,.1,.1,0,0,3369,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,..,0,0,0,0,0,0,0,.80000001,1.2,2,3121A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,622.0,706.79999,706.90002,707.5,789.70001,875,969.09998,946,924.09998,1026.3,1248.6,311,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,16.8,21.299999,23.1,28.5,31.5,38.099998,43.5,37.200001,33.700001,47.599998,43.400002,3353,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,51.8,67,68.099998,70.5,86.900002,113.8,105.9,114.8,103.3,104.2,107.8,327,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,26.5,28,30.4,27.4,29.700001,33.099998,36.900002,29.6,30.799999,27.9,27.4,31A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,5.0,6.9000001,4.8000002,5.5,5.8000002,8.3000002,8.1000004,8.6000004,8.8000002,7.5999999,5.6999998,3262,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3313,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,..,10,14.2,11.6,12.3,17.1,17.700001,15.9,19,17.4,15.5,332A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,30.9,38.900002,38.299999,30,34.5,35,39.200001,33.5,40.900002,36.900002,31.4,326,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,10.1,16.700001,0,22.1,25.200001,19,17.9,19,22.6,18.9,26.1,3221,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,1.3,.89999998,1.7,2.5999999,1.7,1.8,2.5,2.8,2.5999999,2.7,2.2,3252,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,365.1,404.89999,470.29999,487,381.29999,429.5,434.70001,492.29999,518.09998,568.59998,545.29999,32411,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,38.3,34.700001,34.900002,34.099998,27.799999,26.700001,20.799999,14.5,12.6,14.1,5.9000001,3336,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,7.8,8.5,6.6999998,8.3999996,10.7,10.2,11.9,1.5,1.6,2,1.7,3321,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,121.4,125.9,122.6,143.7,142.89999,150.60001,163.2,176.7,175.10001,139.10001,151.8,3323,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,46.1,41.5,46.700001,50.099998,42.299999,40.400002,59.099998,37.900002,46.5,45.5,46.700001,339,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,21.3,21.5,20.4,47.099998,40,42.799999,39.799999,23.9,20.700001,24.799999,25.299999,3118,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3352,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,3.7,24.6,26.6,30.200001,32.599998,31.6,32.400002,35.700001,31.299999,40.900002,30.200001,325A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,122.8,91.400002,92.099998,73.099998,78.400002,88.599998,122.1,144.3,172.60001,194.2,224.3,321,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,1.7,1.9,.80000001,.1,.2,.30000001,.30000001,.40000001,0,0,0,33631,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,39.0,50.200001,48.799999,49.900002,47.299999,55.299999,60.099998,53.099998,52,64.5,59.799999,335,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,8.8,8.1000004,3.7,3,2.7,3.0999999,2.7,2.5999999,2.5999999,2.3,2,3372,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,5.1,1.8,1.5,2.3,1.5,2.2,2,2,1.9,1.8,1.8,3344,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,62.7,54.200001,50.299999,36.299999,43.099998,51.799999,79.699997,96.599998,115.5,119.6,145.60001,3212,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,281.5,304.10001,290.5,301.10001,303.29999,323.29999,353.10001,397.60001,377.10001,306.89999,294.5,332,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,64.8,69.099998,73.699997,55.599998,52.299999,66.400002,73.5,118.6,93.400002,58.5,46.599998,3324,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,25.7,32,33.599998,24.799999,28.9,27.4,31.799999,25.4,32.700001,29.9,26.200001,3261,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.5,.5,.5,.30000001,1,.80000001,.69999999,.89999998,.5,.30000001,.40000001,3255,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,24.6,26.6,24.700001,20.799999,20.6,15.9,18.799999,19.5,7.4000001,4.5,5.0999999,3333,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,2.1,20.9,22.6,26.200001,27.200001,26.1,24.4,28.4,24.799999,35.099998,24.299999,3259,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,.1,.1,0,0,3351,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,..,16.1,15.4,18.200001,9.3000002,12.9,12.1,21.6,21.299999,26.5,23.299999,3241A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,41.1,22.5,16.299999,9.1000004,11.3,13.5,19,29.6,39.099998,60.900002,68.300003,3211,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,86.9,76.699997,99.300003,152.8,179.2,159.7,183.10001,233.60001,252.7,178.8,156.39999,3312,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,29.4,41.200001,28.799999,33.700001,32.400002,32.599998,30.9,22.6,29.299999,33.700001,24.299999,3328,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,.1,.1,.1,.1,.1,0,0,0,0,0,33633,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.1,0,0,0,0,0,0,.1,.1,.1,.1,3341,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,49.1,48.700001,44.299999,47.400002,51.099998,46.299999,55.900002,65.900002,62.099998,57.599998,54.900002,3327,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,14.7,23.5,26.4,24.799999,23,23.4,20.5,16.6,15.1,15.4,15.7,3332,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3122,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,27.2,8.8999996,8.6000004,6.6999998,7.4000001,2.0999999,3.5999999,4.5999999,3.5999999,3.8,3.9000001,31211,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,..,6.8000002,5.1999998,5.5999999,6.3000002,5.3000002,2.9000001,2.8,4.0999999,3.3,1.8,334A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,180.1,178.89999,165.3,121.9,155.2,171.2,182.2,164,159.5,141.8,101,3311,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.3,0,0,0,0,0,0,0,0,0,0,33637,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,228.6,254.39999,258.89999,187.3,214.3,215.10001,184.2,124.6,112.9,115.7,124.3,3116,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33611,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,139.8,191.10001,155.39999,172,170.7,166.2,168.2,115.4,97.699997,93.099998,97.900002,3115,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,2.1,2,1.4,1.4,1.6,1.3,1.1,.69999999,.69999999,.80000001,.69999999,33635,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3314,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,4.2,7.6999998,25.6,0,.1,0,.2,.1,.1,0,0,3315,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,..,50.099998,51.099998,45.5,43.599998,39.200001,39,35.5,23,20.799999,21.6,333A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,7.4,12.7,12.1,12.1,16.1,14.1,17.4,15.7,13.2,12.9,12.4,327A,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.4,.40000001,.80000001,.60000002,.69999999,1.2,1.9,1,.60000002,.40000001,.2,3325,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,79.5,99.5,109.1,108.7,107.9,84.900002,88.699997,102.3,92.099998,108.8,109.9,3342,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,20.5,10.5,15,15.1,10.7,16.6,20.6,25,24.299999,26.9,20.4,3334,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.5,2.8,2.0999999,2.0999999,1.9,2.4000001,2.5999999,3,3.0999999,4.5,3.9000001,3114,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,9.1,8.5,6.4000001,5.6999998,5.8000002,5.4000001,5,4.5999999,4.8000002,4.1999998,3.8,3363,0,0,1
